,Location,Title,Price,Style,Bedrooms,Bathrooms,Size(sqft),Air Conditioned  ,Den,Bachelor/Studio
759,Ottawa, Britannia Parkside: Apartment for rent in Ottawa West, 1899, Apartment, 2, 1, 575, No,No,No
760,Ottawa, Avalon Park: Apartment for rent in Southeast Ottawa, 1695, Apartment, 1, 1, 651, No,No,No
761,Ottawa, 2 Bedroom Apartment for Rent - 100 Weeping Willow Lane, 2020, Apartment, 2, 1, 906, No,No,No
762,Ottawa, 2 Bedroom Apartment for Rent - 2881 Richmond Road, 1775, Apartment, 2, 1, 800, No,No,No
763,Ottawa, 1 Bedroom Apartment for Rent - 40 The Driveway, 1997, Apartment, 1, 1, 645, No,No,No
764,Ottawa, Bachelor Apartment for Rent - 2700 Saratoga Place, 1440, Apartment, 0, 1, 460, No,No,Yes
765,Ottawa, 1 Bedroom Apartment for Rent - 1300/1310 McWatters Road, 1740, Apartment, 1, 1, 730, No,No,No
766,Ottawa, 1 Bedroom Apartment for Rent - 1275/1285 Richmond Road, 1670, Apartment, 1, 1, 640, No,No,No
767,Ottawa, 2 Bedroom Apartment for Rent - 1316 Carling Avenue, 1969, Apartment, 2, 1, 959, No,No,No
768,Ottawa, 3 bed 2 Bath Apartment in Kanata, 2500, Condo, 3, 2, 1200, No,No,No
769,Ottawa, 2 Bedroom Apartment for Rent - 315 Holmwood Avenue, 2275, Apartment, 2, 1, 965, No,No,No
770,Ottawa, Bachelor Apartment for Rent - 315 Holmwood Avenue, 1550, Apartment, 0, 1, 490, No,No,Yes
771,Ottawa, 3 Bedroom Penthouse Apartment for Rent - 200 Rideau Terrace, 3900, Apartment, 3, 2.5, 1670, No,No,No
772,Ottawa, 1 Bed 1 Bath October 1 - Close to uOttawa campus & Byward Market, 1750, Apartment, 1, 1, N/A, No,No,No
773,Ottawa, Downtown - 1 Bedroom Apartment $1600 Available now #1811, 1600, Apartment, 1, 1, N/A, Yes,No,No
774,Ottawa, Walk to Ottawa U FULLY FURNISHED  - Available September $1900, 1900, Apartment, 1, 1, 500, Yes,No,No
775,Ottawa, DOWNTOWN OTTAWA 650 Huge Sq Ft 1 Bedroom $1700  #16th style, 1700, Apartment, 1, 1, N/A, Yes,No,No
776,Ottawa, Bachelor - Brand New Construction - Furnished and All-Inclusive, 1600, Apartment, 1, 1, N/A, Yes,No,No
777,Ottawa, 1 Bedroom Apartment for Rent - 3528-3532 3550 & 3590 Downpatric, 1619, Apartment, 1, 1, 562, No,No,No
778,Ottawa, Bachelor Apartment for Rent - 3360 Paul Anka Drive, 1499, Apartment, 0, 1, 347, No,No,Yes
779,Ottawa, 2 Bedrooms Apartment for Rent - 3528-3532 3550 & 3590 Downpatri, 1932, Apartment, 2, 1, 726, No,No,No
780,Ottawa, 1 Bedroom Apartment for Rent - 2181 Navaho Drive, 1685, Apartment, 1, 1, 550, No,No,No
781,Ottawa, 1 Bedroom Apartment for Rent - 2969 Fairlea Crescent, 1698, Apartment, 1, 1, 610, No,No,No
782,Ottawa, 1 Bedroom Apartment for Rent - 3360 Paul Anka Drive, 1672, Apartment, 1, 1, 666, No,No,No
783,Ottawa, 2 Bedrooms Apartment for Rent - 3360 Paul Anka Drive, 1858, Apartment, 2, 1, 874, No,No,No
784,Ottawa, 1 Room in a  2 Bed/1 Bath Apartment near uOttawa!, 1300, Apartment, 2, 1, 440, Yes,No,No
785,Ottawa, 1 Bed+Den 2 Bath Brand New Build by Dow's Lake & Ottawa Hospital, 2900, Apartment, 1 , 2, N/A, No,Yes,No
786,Ottawa, Newly renovated 3 bedroom upper level apartment, 2500, Apartment, 3, 1, Limited, No,No,No
788,Ottawa, TWO MONTHS FREE: Premium One Bedroom at 36 Robinson, 1795, Apartment, 1, 1, 554, Yes,No,No
789,Ottawa, 929 Richmond by Brigil - 1 Bedroom + Den Apartment for Rent, 1615, Apartment, 1 , 1, N/A, Yes,Yes,No
790,Ottawa, Contemporary 3-Bed Suites for Rent in the Glebe, 3885, Apartment, 3, 1.5, N/A, Yes,No,No
791,Ottawa, Story of Rideau & Chapel - 2 Bed + 2 Bath Apartment for Rent, 2549, Apartment, 2, 2, 928, Yes,No,No
792,Ottawa, RENT THE BEST - New Luxury Large STUDIO Suite Apartment for Re, 1849, Apartment, 0, 1, 474, Yes,No,Yes
793,Ottawa, 4 Bedroom & 2 full baths House Near CU & AC, 2850, Apartment, 4, 2, Limited, No,No,No
794,Ottawa, 2 Beds 2 Baths Brand New Build by Dow's Lake & Ottawa Hospital, 2900, Apartment, 2, 2, N/A, No,No,No
795,Ottawa, 1 Bed+Den 1 Bath Brand New Build by Dow's Lake & Ottawa Hospital, 2300, Apartment, 1 , 1, N/A, No,Yes,No
796,Ottawa, 1 Bed 1 Bath Brand New Build by Dow's Lake & Ottawa Hospital, 2100, Apartment, 1, 1, N/A, No,No,No
797,Ottawa, Basement Apartment For Rent, 1350, Basement, 1, 1, 200, No,No,No
798,Ottawa, 2 Beds 2 Baths Brand New Build by Dow's Lake & Ottawa Hospital, 2900, Apartment, 2, 2, N/A, No,No,No
799,Ottawa, Westboro Connection II - Modern and Spacious 2-Bedroom Apartment, 2450, Apartment, 2, 1, N/A, Yes,No,No
800,Ottawa, Spacious 2-Bedroom at 1960 Scott Street - Westboro Connection, 2650, Apartment, 2, 1, 963, Yes,No,No
801,Ottawa, Modern 2-Bedroom Apartment Available in Westboro (1960 Scott)!, 2600, Apartment, 2, 2, N/A, Yes,No,No
802,Ottawa, Contemporary Penthouse for Rent on Bank Street!, 3665, Apartment, 2, 1.5, N/A, Yes,No,No
803,Ottawa, ONE MONTH FREE: Two Bedroom Apartment Near Ottawa U Campus, 2425, Apartment, 2, 2, 719, Yes,No,No
806,Ottawa, 1 Bedroom Apartment for Rent - 1300/1310 McWatters Road, 1740, Apartment, 1, 1, 730, No,No,No
807,Ottawa, One Bedroom Suites for Rent | Parkwood Hills, 1580, Apartment, 1, 1, N/A, No,No,No
808,Ottawa, Story of Rideau & Chapel - 2 Bed + 2 Bath Apartment for Rent, 2549, Apartment, 2, 2, 928, Yes,No,No
809,Ottawa, Two Bedroom Suites for Rent | One80five, 2832, Apartment, 2, 1, N/A, Yes,No,No
810,Ottawa, Modern 2-Bedroom Apartment Available in Westboro (1960 Scott)!, 2600, Apartment, 2, 2, N/A, Yes,No,No
811,Ottawa, Walk to Ottawa University - 1 Bedroom Apt Available For Sept, 1600, Apartment, 1, 1, N/A, Yes,No,No
812,Ottawa, 1 MONTH FREE!!: 2 & 3 BEDROOMS FOR RENT!!!, 2600, Apartment, 2, 2, Limited, No,No,No
813,Ottawa, RENT THE BEST - New Luxury Large ONE Bedroom Suite Apartment f, 2089, Apartment, 1, 1, 607, Yes,No,No
814,Ottawa, RENT THE BEST - New Luxury Large STUDIO Suite Apartment for Re, 1849, Apartment, 0, 1, 474, Yes,No,Yes
815,Ottawa, RENT THE BEST - New Luxury Large TWO Bedroom Suite Apartment f, 2549, Apartment, 2, 2, 1016, Yes,No,No
816,Ottawa, RENT THE BEST - New Luxury Large ONE Bedroom + DEN Suite Apart, 2169, Apartment, 1 , 1, 807, Yes,Yes,No
817,Ottawa, RENT THE BEST -  New Luxury Large TWO Bedroom + DEN Suite Apar, 2699, Apartment, 2 , 2, 1113, Yes,Yes,No
818,Ottawa, New Clean and Trendy Downtown Studio Apartment, 2100, Apartment, 0, 1, Limited, Yes,No,Yes
819,Ottawa, Hunterï¿½s Point Townhomes - 3 Bdrm Townhouse available at 2480-26, 2290, Apartment, 3, 1, 1776, No,No,No
820,Ottawa, Apartment for Rent Orleans 50 Prestige Circle, 2200, Apartment, 2, 1.5, N/A, No,No,No
821,Ottawa, Vista Local - 2 Bedroom 2 Bathroom Den Apartment for Rent, 2579, Apartment, 2 , 2, 1212, Yes,Yes,No
822,Ottawa, 2 bedroom apartment for rent in Carleton Place, 1600, Apartment, 2, 1, Limited, No,No,No
823,Ottawa, Britannia Parkside: Apartment for rent in Ottawa West, 1899, Apartment, 2, 1, 575, No,No,No
824,Ottawa, Avalon Park: Apartment for rent in Southeast Ottawa, 1695, Apartment, 1, 1, 651, No,No,No
825,Ottawa, 2 Bedroom Apartment for Rent - 100 Weeping Willow Lane, 2020, Apartment, 2, 1, 906, No,No,No
826,Ottawa, 2 Bedroom Apartment for Rent - 2881 Richmond Road, 1775, Apartment, 2, 1, 800, No,No,No
827,Ottawa, 1 Bedroom Apartment for Rent - 40 The Driveway, 1997, Apartment, 1, 1, 645, No,No,No
828,Ottawa, Bachelor Apartment for Rent - 2700 Saratoga Place, 1440, Apartment, 0, 1, 460, No,No,Yes
829,Ottawa, 1 Bedroom Apartment for Rent - 1300/1310 McWatters Road, 1740, Apartment, 1, 1, 730, No,No,No
830,Ottawa, 1 Bedroom Apartment for Rent - 1275/1285 Richmond Road, 1670, Apartment, 1, 1, 640, No,No,No
831,Ottawa, 2 Bedroom Apartment for Rent - 1316 Carling Avenue, 1969, Apartment, 2, 1, 959, No,No,No
832,Ottawa, 3 bed 2 Bath Apartment in Kanata, 2500, Condo, 3, 2, 1200, No,No,No
833,Ottawa, 2 Bedroom Apartment for Rent - 315 Holmwood Avenue, 2275, Apartment, 2, 1, 965, No,No,No
834,Ottawa, Bachelor Apartment for Rent - 315 Holmwood Avenue, 1550, Apartment, 0, 1, 490, No,No,Yes
835,Ottawa, 3 Bedroom Penthouse Apartment for Rent - 200 Rideau Terrace, 3900, Apartment, 3, 2.5, 1670, No,No,No
836,Ottawa, 1 Bed 1 Bath October 1 - Close to uOttawa campus & Byward Market, 1750, Apartment, 1, 1, N/A, No,No,No
837,Ottawa, Downtown - 1 Bedroom Apartment $1600 Available now #1811, 1600, Apartment, 1, 1, N/A, Yes,No,No
838,Ottawa, Walk to Ottawa U FULLY FURNISHED  - Available September $1900, 1900, Apartment, 1, 1, 500, Yes,No,No
839,Ottawa, DOWNTOWN OTTAWA 650 Huge Sq Ft 1 Bedroom $1700  #16th style, 1700, Apartment, 1, 1, N/A, Yes,No,No
840,Ottawa, Bachelor - Brand New Construction - Furnished and All-Inclusive, 1600, Apartment, 1, 1, N/A, Yes,No,No
841,Ottawa, 1 Bedroom Apartment for Rent - 3528-3532 3550 & 3590 Downpatric, 1619, Apartment, 1, 1, 562, No,No,No
842,Ottawa, Bachelor Apartment for Rent - 3360 Paul Anka Drive, 1499, Apartment, 0, 1, 347, No,No,Yes
843,Ottawa, 2 Bedrooms Apartment for Rent - 3528-3532 3550 & 3590 Downpatri, 1932, Apartment, 2, 1, 726, No,No,No
844,Ottawa, 1 Bedroom Apartment for Rent - 2181 Navaho Drive, 1685, Apartment, 1, 1, 550, No,No,No
845,Ottawa, 1 Bedroom Apartment for Rent - 2969 Fairlea Crescent, 1698, Apartment, 1, 1, 610, No,No,No
846,Ottawa, 1 Bedroom Apartment for Rent - 3360 Paul Anka Drive, 1672, Apartment, 1, 1, 666, No,No,No
847,Ottawa, 2 Bedrooms Apartment for Rent - 3360 Paul Anka Drive, 1858, Apartment, 2, 1, 874, No,No,No
848,Ottawa, 1 Room in a  2 Bed/1 Bath Apartment near uOttawa!, 1300, Apartment, 2, 1, 440, Yes,No,No
849,Ottawa, 1 Bed+Den 2 Bath Brand New Build by Dow's Lake & Ottawa Hospital, 2900, Apartment, 1 , 2, N/A, No,Yes,No
850,Ottawa, Newly renovated 3 bedroom upper level apartment, 2500, Apartment, 3, 1, Limited, No,No,No
852,Ottawa, RENT THE BEST - New Luxury Large ONE Bedroom + DEN Suite Apart, 2169, Apartment, 1 , 1, 807, Yes,Yes,No
853,Ottawa, Contemporary 3-Bed Suites for Rent in the Glebe, 3885, Apartment, 3, 1.5, N/A, Yes,No,No
854,Ottawa, Two Bedroom Suites for Rent | One80five, 2832, Apartment, 2, 1, N/A, Yes,No,No
855,Ottawa, 2 Bedroom Apartment for Rent - 1300/1310 McWatters Road, 2010, Apartment, 2, 1.5, 925, No,No,No
856,Ottawa, 3 Beds 1 Bath Apartment for Rent - Limoges Ontario, 2000, Apartment, 3, 1, 1970, No,No,No
857,Ottawa, Newly renovated 3 bedroom upper level apartment, 2500, Apartment, 3, 1, Limited, No,No,No
858,Ottawa, 4 Bedroom & 2 full baths House Near CU & AC, 2850, Apartment, 4, 2, Limited, No,No,No
859,Ottawa, 2 Beds 2 Baths Brand New Build by Dow's Lake & Ottawa Hospital, 2900, Apartment, 2, 2, N/A, No,No,No
860,Ottawa, 1 Bed+Den 1 Bath Brand New Build by Dow's Lake & Ottawa Hospital, 2300, Apartment, 1 , 1, N/A, No,Yes,No
861,Ottawa, 1 Bed 1 Bath Brand New Build by Dow's Lake & Ottawa Hospital, 2100, Apartment, 1, 1, N/A, No,No,No
862,Ottawa, Basement Apartment For Rent, 1350, Basement, 1, 1, 200, No,No,No
863,Ottawa, 2 Beds 2 Baths Brand New Build by Dow's Lake & Ottawa Hospital, 2900, Apartment, 2, 2, N/A, No,No,No
864,Ottawa, Westboro Connection II - Modern and Spacious 2-Bedroom Apartment, 2450, Apartment, 2, 1, N/A, Yes,No,No
865,Ottawa, Spacious 2-Bedroom at 1960 Scott Street - Westboro Connection, 2650, Apartment, 2, 1, 963, Yes,No,No
866,Ottawa, Modern 2-Bedroom Apartment Available in Westboro (1960 Scott)!, 2600, Apartment, 2, 2, N/A, Yes,No,No
867,Ottawa, Contemporary Penthouse for Rent on Bank Street!, 3665, Apartment, 2, 1.5, N/A, Yes,No,No
868,Ottawa, ONE MONTH FREE: Two Bedroom Apartment Near Ottawa U Campus, 2425, Apartment, 2, 2, 719, Yes,No,No
869,Ottawa, Downtown Ottawa 2 Bed/1 Bath Shared New Apartment, 2650, Apartment, 2, 1, 457, Yes,No,No
870,Ottawa, 1 Bed+Den 2 Bath Brand New Build by Dow's Lake & Ottawa Hospital, 2900, Apartment, 1 , 2, N/A, No,Yes,No
871,Ottawa, 2 Bedroom Apartment in Westboro!!! Half month free, 1699, Apartment, 2, 1, N/A, No,No,No
872,Ottawa, Golden Equity Properties at 39-85 Costello Avenue Nepean ON, 1250, Apartment, 4, 1, N/A, No,No,No
873,Ottawa, Golden Equity Property at 250 & 254 COOPER, 1399, Apartment, 1, 1, N/A, No,No,No
874,Ottawa, Kemptville 2 Bedroom apartment for rent, 1620, Apartment, 2, 1, Limited, No,No,No
875,Ottawa, 1 Bed 1 Bath Brand New Build by Dow's Lake & Ottawa Hospital, 2100, Apartment, 1, 1, N/A, No,No,No
876,Ottawa, OCTOBER - 1 Bedroom(B) Apt.With Balcony. Downtown Location, 1699, Apartment, 1, 1, 548, No,No,No
877,Ottawa, SEPTEMBER - Bachelor (B) Apt no Balcony. Downtown Location, 1449, Apartment, 0, 1, 323, No,No,Yes
878,Ottawa, 417 Nelson Street - 3 Bedroom Apartment for Rent, 1050, Apartment, 3, 3, N/A, No,No,No
879,Ottawa, 1 Bed+Den 1 Bath Brand New Build by Dow's Lake & Ottawa Hospital, 2300, Apartment, 1 , 1, N/A, No,Yes,No
880,Ottawa, One Bedroom Suites for Rent | The James + The Gilmour, 1823, Apartment, 1, 1, 742, No,No,No
881,Ottawa, All inclusive 2 bedroom apartment, 2200, Condo, 2, 1, Limited, No,No,No
882,Ottawa, For Rent - 2 bedrooms Apartment - 109 Doane Street, 1924, Apartment, 2, 1, N/A, No,No,No
883,Ottawa, For Rent - 1 bedroom Apartment - 109 Doane Street, 1550, Apartment, 1, 1, N/A, No,No,No
884,Ottawa, 1 bedroom September 1st 2023, 1550, Apartment, 1, 1, Limited, No,No,No
885,Ottawa, Bourget 1 Bedroom Apartment For Rent + Den ( All Inclusive ), 1500, Apartment, 1 , 1, 800, No,Yes,No
886,Ottawa, 2 bedroom basement unit for rent, 2100, Basement, 2, 1, Limited, No,No,No
887,Ottawa, 1 Bed 1 Kitchen for Rent in Kanata (William Court Pet Friendly), 2095, Apartment, 1, 1, 790, No,No,No
888,Ottawa, BARRHAVEN ROOM FOR RENT + ALL INCLUDED + PRIVATE BATHROOM, 799, Apartment, 1, 1, 2600, Yes,No,No
889,Ottawa, Great 1 bedroom + 1 den basement apartment for rent bank&walkley, 1600, Basement, 1 , 1, 1, No,Yes,No
890,Ottawa, Vista Local - 0 Bedroom 1 Bathroom Apartment for Rent, 1669, Apartment, 0, 1, 444, Yes,No,Yes
891,Ottawa, Vista Local - 3 Bedroom 2 Bathroom Apartment for Rent, 3429, Apartment, 3, 2, 1427, Yes,No,No
892,Ottawa, King Edward Apartments: Apartment for rent in Sandy Hill, 1675, Apartment, 1, 1, 701, No,No,No
893,Ottawa, One Bedroom Deluxe for Rent | Castleview, 1747, Apartment, 1, 1, N/A, No,No,No
894,Ottawa, Two Bedroom Penthouse for Rent | Fifth + Bank, 4069, Apartment, 2, 1, 763, Yes,No,No
895,Ottawa, One Bedroom Plus Den for Rent | Fifth + Bank, 2169, Apartment, 1, 1, 575, Yes,No,No
896,Ottawa, 10th Line  - 2182 - 2B 2B Apartment for Rent, 2370, Apartment, 2, 2, 957, Yes,No,No
897,Ottawa, 2 Bedroom Apartment for Rent - 1300/1310 McWatters Road, 2010, Apartment, 2, 1.5, 925, No,No,No
898,Ottawa, 1 BEDROOM APARTMENT IMMACULATE WESTEND DUPLEX (ALPINE), 1150, Duplex/Triplex, 1, 1, Limited, No,No,No
899,Ottawa, 929 Richmond by Brigil - 1 Bedroom + Den Apartment for Rent, 1615, Apartment, 1 , 1, N/A, Yes,Yes,No
900,Ottawa, RENT THE BEST -  New Luxury Large TWO Bedroom + DEN Suite Apar, 2699, Apartment, 2 , 2, 1113, Yes,Yes,No
901,Ottawa, Charming 1 bedroom apartment in Beechwood Village!, 1750, Apartment, 1, 1, Limited, No,No,No
902,Ottawa, Spacious apartment for sublease @ $1350/month!!, 1350, Apartment, 1, 1, 800, No,No,No
903,Ottawa, Apartment for rent, 2150, Apartment, 2, 1, 740, No,No,No
904,Ottawa, Large 1bed+den walking distance to rideau centre September 1st, 1700, Apartment, 1 , 1, 850, Yes,Yes,No
905,Ottawa, 2 Bed 1 Bath Lower Level for Rent!, 1900, Apartment, 2, 1, 10, No,No,No
906,Ottawa, CENTRETOWN   cozy 1  Bedroom apartment for rent, 1595, Apartment, 1, 1, 600, No,No,No
907,Ottawa, Spacious 3 bedroom main level apartment with beautiful backyard, 1975, Duplex/Triplex, 3, 1, 1500, No,No,No
908,Ottawa, 6A Monk Street - 1 Bedroom Townhome for Rent, 2400, House, 1, 1, 448, No,No,No
909,Ottawa, The Slayte: Apartment for rent in Downtown Ottawa, 2745, Apartment, 2, 1, 1001, No,No,No
910,Ottawa, 154 Fifth Avenue - 1 Bedroom Townhome for Rent, 2100, House, 1, 1, 470, No,No,No
911,Ottawa, 156 Fifth Avenue - 1 Bedroom Townhome for Rent, 2700, House, 1, 1, 831, No,No,No
912,Ottawa, Three Bedroom Townhomes for Rent | Navaho Townhomes & Garden Hom, 2565, Apartment, 3, 1, N/A, No,No,No
913,Ottawa, Apartment for Rent: 2 Bedroom C - Juliana Apartments, 2529, Apartment, 2, 2, 1500, No,No,No
914,Ottawa, One Bedroom Suites for Rent | The Aventura, 1769, Apartment, 1, 1, N/A, No,No,No
915,Ottawa, Apartment for Rent: 2 Bedroom B - Juliana Apartments, 2479, Apartment, 2, 1.5, 1300, No,No,No
916,Ottawa, 6B Monk Street - 1 Bedroom Townhome for Rent, 2100, House, 1, 1, 453, No,No,No
917,Ottawa, 2 Monk Street - 1 Bedroom Townhome for Rent, 2400, House, 1, 1, 448, No,No,No
918,Ottawa, Apartment for Rent: 2 Bedroom B - The Oaks Apartments, 1734, Apartment, 2, 1, 700, No,No,No
919,Ottawa, 4 Monk Street - 2 Bedroom Townhome for Rent, 3800, House, 2, 1, 1136, No,No,No
920,Ottawa, Beaconhill two bedroom apartment for rent, 2150, Condo, 2, 1, 750, No,No,No
921,Ottawa, 2 Bedroom Apartment in Heron Park near Carleton University, 1600, Basement, 2, 1, Limited, No,No,No
922,Ottawa, One bedroom Apartment for rent, 1260, Apartment, 1, 1, Limited, No,No,No
923,Ottawa, The Cardinal - 2 Bedroom 1 Bathroom Apartment for Rent, 1599, Apartment, 2, 1, 857, No,No,No
924,Ottawa, For rent: 2 bedrooms & 2 bath & 1 parking Unit in Findlay Creek, 2100, Apartment, 2, 2, 900, No,No,No
925,Ottawa, Dream one bedroom apartment for rentï¿½!!, 1975, Apartment, 1, 1, 700, No,No,No
926,Ottawa, Baseline Court - 2 Bedroom Underground for Rent in Ottawa, 1849, Apartment, 2, 1, 570, No,No,No
927,Ottawa, Forest Ridge: Apartment for rent in Centrepointe, 1875, Apartment, 1, 1, 625, No,No,No
928,Ottawa, 350 Mayfield: Apartment for rent in Vanier, 1600, Apartment, 1, 1, 580, No,No,No
929,Ottawa, Spacious 2bedroom apartment with Garage in Overbrook, 2350, Duplex/Triplex, 2, 1, Limited, No,No,No
930,Ottawa, 350 Mayfield: Apartment for rent in Vanier, 1600, Apartment, 0, 1, 335, No,No,Yes
931,Ottawa, STUDIO FOR RENT / SANDY HILL, 1300, Apartment, 0, 1, 300, No,No,Yes
932,Ottawa, East Central Clean quiet 2 bedroom in a triplex home, 1600, Apartment, 2, 1, 600, No,No,No
933,Ottawa, Apartment for rent, 1300, Apartment, 2, 1, 10, No,No,No
934,Ottawa, Hawkesbury 3 bedroom upper level apartment for rent, 1700, Duplex/Triplex, 3, 1, 800, No,No,No
935,Ottawa, Two Bedroom Suites for Rent | Castleview, 2057, Apartment, 2, 1, N/A, No,No,No
936,Ottawa, 149 Henderson Avenue - 6 Bedroom Apartment for Rent, 940, Apartment, 5+, 3, N/A, No,No,No
937,Ottawa, Richmond Apartment For Rent, 1690, Apartment, 1, 1, Limited, No,No,No
938,Ottawa, 2 bedrooms basement apartment for rent, 2000, Basement, 2, 1, Limited, No,No,No
939,Ottawa, Arbor Village - 1030 & 1040 Hollington: Apartment for rent in Ex, 1429, Apartment, 0, 1, 314, No,No,Yes
941,Ottawa, Modern 2-Bedroom Apartment Available in Westboro (1960 Scott)!, 2600, Apartment, 2, 2, N/A, Yes,No,No
942,Ottawa, 1 Bedroom Apartment for Rent - 1241 Kilborn Place, 1599, Apartment, 1, 1, 475, No,No,No
943,Ottawa, One Bedroom Suites for Rent | Parkwood Hills, 1580, Apartment, 1, 1, N/A, No,No,No
944,Ottawa, 2 bedroom apartment for rent, 1800, Apartment, 2, 1, Limited, No,No,No
945,Ottawa, TWO MONTHS FREE: Premium One Bedroom at 36 Robinson, 1795, Apartment, 1, 1, 554, Yes,No,No
946,Ottawa, Apartment for rent, 1453, Apartment, 1, 1, 725, Yes,No,No
947,Ottawa, 218 MacLaren: Apartment for rent in Centretown, 1659, Apartment, 1, 1, 456, No,No,No
948,Ottawa, LIV Apartments: Apartment for rent in Centretown West, 2049, Apartment, 1, 1, 705, No,No,No
949,Ottawa, 2 bedroom apartment in Wesboro available Oct 1, 1880, Apartment, 2, 1, 700, No,No,No
950,Ottawa, Apartment for Rent UTILITIES INCLUDED, 1700, Basement, 1, 1, 750, No,No,No
951,Ottawa, The Slayte: Apartment for rent in Downtown Ottawa, 2129, Apartment, 1, 1, 535, No,No,No
952,Ottawa, North Vanier - 2 Bedroom Apartment for Rent, 1600, Apartment, 2, 1, Limited, No,No,No
954,Ottawa, Crystal Arms - 1 Bedroom Apartment for Rent, 1700, Apartment, 1, 1, 663, No,No,No
955,Ottawa, 1 bedroom large apartment for rent, 1500, Basement, 1, 1, 1000, Yes,No,No
956,Ottawa, APARTMENT FOR RENT - RUSSELL, 1500, Apartment, 1, 1, 589, No,No,No
957,Ottawa, Apartment for Rent - Russell, 1500, Apartment, 1, 1, 589, No,No,No
958,Ottawa, Two Bedroom Suites for Rent | Fifth + Bank, 2699, Apartment, 2, 1, 670, Yes,No,No
959,Ottawa, ONE MONTH FREE: Spacious Studio with Stunning Views, 1790, Apartment, 0, 1, 465, Yes,No,Yes
960,Ottawa, 2 Bedrooms Apartment for Rent - 2969 Fairlea Crescent, 1999, Apartment, 1, 1, 837, No,No,No
961,Ottawa, Britannia Parkside: Apartment for rent in Ottawa West, 1999, Apartment, 2, 1, 575, No,No,No
962,Ottawa, UTILITIES INCLUDED in Pembroke   2 Bedroom Apt for Rent, 2200, Apartment, 2, 1, 1036, Yes,No,No
963,Ottawa, Compact One Bed Unit Available - Somerset Downtown Ottawa, 1100, Apartment, 1, 1, Limited, No,No,No
964,Ottawa, Arnprior: 1-bedroom Apartment For Rent with Balcony, 1495, Apartment, 1, 1, Limited, No,No,No
965,Ottawa, The Dale by Brigil - 2 Bedroom + 2 Bathroom Apartment for Rent, 2355, Apartment, 2, 1, 1000, Yes,No,No
966,Ottawa, Forest Ridge: Apartment for rent in Centrepointe, 2039, Apartment, 1, 1, 714, No,No,No
967,Ottawa, Arbor Village - 1196 Shillington: Apartment for rent in Experime, 1529, Apartment, 1, 1, 422, No,No,No
968,Ottawa, 15 Louisa: Apartment for rent in Centretown, 2419, House, 2, 1, 900, No,No,No
969,Ottawa, 500 Ovana Crescent - 20 - 1 Bedroom Apartment for Rent, 1350, Apartment, 1, 1, 680, Yes,No,No
970,Ottawa, Furnished Private bedroom and bath for rent, 1200, Apartment, 1, 1, 1263, Yes,No,No
972,Ottawa, Apartment for Rent: 2 Bedroom - Eastwood Park Apartments, 1654, Apartment, 2, 1, 690, No,No,No
973,Ottawa, Apartment for Rent: 2 Bedroom B - Parkway Towers, 1889, Apartment, 2, 1, 800, No,No,No
974,Ottawa, Five Bedroom Garden Homes for Rent | Navaho Townhomes & Garden H, 3155, Apartment, 5+, 3, N/A, No,No,No
975,Ottawa, Three Bedroom Garden Homes for Rent | Parkwood Hills Townhomes &, 2619, Apartment, 3, 1.5, N/A, No,No,No
976,Ottawa, Apartment for Rent: 1 Bedroom B - Juliana Apartments, 2069, Apartment, 1, 1, 810, No,No,No
977,Ottawa, Two Bedroom Suites for Rent | Parkwood Hills, 1775, Apartment, 2, 1, N/A, No,No,No
978,Ottawa, Furnished 2 Bedroom Penthouse for rent, 2500, Apartment, 2, 2, 900, Yes,No,No
979,Ottawa, Rent - Basement Apartment for a female Algonquin student, 875, Basement, 0, 1, 1000, Yes,No,Yes
980,Ottawa, The Riversides - 3 Bedroom Apartment for Rent, 2612, Apartment, 3, 1, 1300, No,No,No
981,Ottawa, The Riversides - 2 Bedroom Apartment for Rent, 2330, Apartment, 2, 1, 740, No,No,No
982,Ottawa, The Riversides - 1 Bedroom Apartment for Rent, 1742, Apartment, 1, 1, 530, No,No,No
984,Ottawa, Clarendon Lanes - 0 Bedroom Apartment for Rent, 1730, Apartment, 0, 1, 461, No,No,Yes
985,Ottawa, Clarendon Lanes - 2 Bedroom Apartment for Rent, 2459, Apartment, 2, 1, 900, No,No,No
986,Ottawa, One Bedroom Suites for Rent | Parkwood Hills, 1580, Apartment, 1, 1, N/A, No,No,No
987,Ottawa, One Bedroom Suites for Rent | The James + The Gilmour, 1823, Apartment, 1, 1, 742, No,No,No
988,Ottawa, Contemporary 3-Bed Suites for Rent in the Glebe, 3885, Apartment, 3, 1.5, N/A, Yes,No,No
989,Ottawa, 1 Bedroom Apartment for Rent - 1241 Kilborn Place, 1599, Apartment, 1, 1, 475, No,No,No
990,Ottawa, RENT THE BEST - New Luxury Large ONE Bedroom Suite Apartment f, 2089, Apartment, 1, 1, 607, Yes,No,No
991,Ottawa, Forest Ridge: Apartment for rent in Centrepointe, 2003, Apartment, 2, 1, 905, No,No,No
992,Ottawa, Apartment for Rent Ottawa 309 Parkdale Ave, 2349, Apartment, 3, 1, N/A, Yes,No,No
993,Ottawa, 214 Metcalfe: Apartment for rent in Centretown, 1389, Apartment, 0, 1, 300, No,No,Yes
994,Ottawa, 425 Elgin: Apartment for rent in Centretown, 1449, Apartment, 0, 1, 311, No,No,Yes
